ID,X,Y,Location,Point_Type,Edge_Type,Hard_Mater,Adj_LU,Erosion,Owner,Adj_H1,Vegetation,Hab_W1,Adj_H2,Vegetati_1,Hab_W2,Adj_H3,Vegetati_2,Hab_W3,Adj_H4,Vegetati_3,Hab_W4,IT_Width,Slope,0yster_Pre,Seagrass_P,geometry
8039,-80.720049,28.467344,Merritt Island,Transect,No Structure,,Residential,2,Private,Vegetation,112,3,Water,0,0,,0,0,,,,3,0.45,No,,POINT (-80.720049 28.467344)
8040,-80.720097,28.467076,Merritt Island,Transect,No Structure,,Residential,2,Private,Vegetation,112,3,Water,0,0,,0,0,,,,3,0.45,No,,POINT (-80.720097 28.467076)
8041,-80.720123,28.466568,Merritt Island,Transect,Hard Slope,Riprap,Residential,3,Private,Rock,,2,Vegetation,112,1,Water,0,0,,,,3,0.9,No,,POINT (-80.720123 28.466568)
8042,-80.720195,28.466288,Merritt Island,Transect,Hard Slope,Riprap,Residential,3,Private,Rock,,2,Vegetation,112,1,Water,0,0,,,,3,0.9,No,,POINT (-80.720195 28.466288)
8043,-80.720314,28.465748,Merritt Island,Transect,Hard Slope,Rubble,Residential,2,Private,Vegetation,"99, 101",1,Rock,0,2,Mudflat,0,1,Water,,0,4,0.45,No,,POINT (-80.720314 28.465748)
8044,-80.720235,28.465154,Merritt Island,Transect,No Structure,,Residential,3,Private,Vegetation,112,3,Water,0,0,,0,0,,,,3,0.2,No,,POINT (-80.720235 28.465154)
8045,-80.720125,28.464657,Merritt Island,Transect,Bulkhead,Wood,Residential,3,Private,Vegetation,99,1,Rock,0,2,Vegetation,112,1,Water,,0,3,0.9,No,,POINT (-80.720125 28.464657)
8046,-80.720173,28.464431,Merritt Island,Transect,Bulkhead,Wood,Residential,3,Private,Vegetation,99,1,Rock,0,2,Vegetation,112,1,Water,,0,3,0.9,No,,POINT (-80.720173 28.464431)
8047,-80.720104,28.464008,Merritt Island,Transect,No Structure,,Residential,3,Private,Vegetation,112,3,Mudflat,0,1,Water,0,0,,,,4,0.2,No,,POINT (-80.720104 28.464008)
8048,-80.719957,28.463532,Merritt Island,Transect,Hard Slope,Riprap,Residential,2,Private,Rock,,1,Vegetation,112,1,Water,0,0,,,,2,0.9,No,,POINT (-80.719957 28.463532)
8049,-80.71985,28.46324,Merritt Island,Transect,Hard Slope,Riprap,Residential,2,Private,Rock,,1,Vegetation,112,1,Water,0,0,,,,2,0.9,No,,POINT (-80.71985 28.46324)
8050,-80.719923,28.462694,Merritt Island,Transect,Hard Slope,Rubble,Residential,2,Private,Vegetation,101,99,Rock,0,1,Vegetation,0,1,Water,,0,3,0.45,No,,POINT (-80.719923 28.462694)
8051,-80.719882,28.462467,Merritt Island,Transect,Hard Slope,Rubble,Residential,2,Private,Vegetation,101,99,Rock,0,1,Vegetation,0,1,Water,,0,3,0.45,No,,POINT (-80.719882 28.462467)
8052,-80.7292,28.506358,Merritt Island,Transect,No Structure,,Mosquito Impoundment,1,Private,Vegetation,"101, 133",1,Vegetation,0,1,Mudflat,0,1,Water,,0,2,0.45,No,,POINT (-80.7292 28.506358)
8053,-80.719822,28.462206,Merritt Island,Transect,Hard Slope,Rubble,Residential,2,Private,Vegetation,101,99,Rock,0,1,Vegetation,0,1,Water,,0,3,0.45,No,,POINT (-80.719822 28.462206)
8054,-80.719382,28.462158,Merritt Island,Transect,Hard Slope,Rubble,Residential,2,Private,Vegetation,101,99,Rock,0,1,Vegetation,0,1,Water,,0,3,0.45,No,,POINT (-80.719382 28.462158)
8055,-80.719259,28.46159,Merritt Island,Transect,Hard Slope,Rubble,Residential,2,Private,Vegetation,101,99,Rock,0,1,Vegetation,0,1,Water,,0,3,0.45,No,,POINT (-80.719259 28.46159)
8056,-80.719241,28.461323,Merritt Island,Transect,Hard Slope,Rubble,Residential,2,Private,Vegetation,101,99,Rock,0,1,Vegetation,0,1,Water,,0,3,0.45,No,,POINT (-80.719241 28.461323)
8057,-80.719202,28.460794,Merritt Island,Transect,No Structure,,Residential,2,Private,Vegetation,99,1,Vegetation,112,1,Mudflat,0,1,Water,,0,3,0.2,No,,POINT (-80.719202 28.460794)
8058,-80.719157,28.460503,Merritt Island,Transect,No Structure,,Residential,2,Private,Vegetation,99,1,Vegetation,112,1,Mudflat,0,1,Water,,0,3,0.2,No,,POINT (-80.719157 28.460503)
8059,-80.719162,28.459956,Merritt Island,Transect,Hard Slope,Riprap,Residential,3,Private,Rock,,2,Water,0,0,,0,0,,,,2,0.9,No,,POINT (-80.719162 28.459956)
8060,-80.719081,28.459382,Merritt Island,Transect,Hard Slope,Riprap,Residential,3,Private,Vegetation,99,1,Rock,0,2,Vegetation,112,1,Water,,0,4,0.45,No,,POINT (-80.719081 28.459382)
8061,-80.719076,28.459095,Merritt Island,Transect,Hard Slope,Riprap,Residential,3,Private,Vegetation,99,1,Rock,0,2,Vegetation,112,1,Water,,0,4,0.45,No,,POINT (-80.719076 28.459095)
8062,-80.719101,28.458834,Merritt Island,Transect,Hard Slope,Riprap,Residential,3,Private,Vegetation,99,1,Rock,0,2,Vegetation,112,1,Water,,0,4,0.45,No,,POINT (-80.719101 28.458834)
8063,-80.729914,28.503859,Merritt Island,Transect,No Structure,,Mosquito Impoundment,1,Private,Vegetation,"101, 133",1,Vegetation,0,1,Mudflat,0,1,Water,,0,2,0.45,No,,POINT (-80.729914 28.503859)
8064,-80.718987,28.458281,Merritt Island,Transect,No Structure,,Residential,1,Private,Vegetation,"133, 101",1,Vegetation,0,2,Water,0,0,,,,3,0.9,No,,POINT (-80.718987 28.458281)
8065,-80.718883,28.458038,Merritt Island,Transect,No Structure,,Residential,1,Private,Vegetation,"133, 101",1,Vegetation,0,2,Water,0,0,,,,3,0.9,No,,POINT (-80.718883 28.458038)
8066,-80.719152,28.457581,Merritt Island,Transect,No Structure,,Residential,1,Private,Vegetation,"133, 101",1,Vegetation,0,2,Water,0,0,,,,3,0.9,No,,POINT (-80.719152 28.457581)
8067,-80.719309,28.457355,Merritt Island,Transect,No Structure,,Residential,1,Private,Vegetation,"133, 101",1,Vegetation,0,2,Water,0,0,,,,3,0.9,No,,POINT (-80.719309 28.457355)
8068,-80.719452,28.457129,Merritt Island,Transect,No Structure,,Residential,1,Private,Vegetation,"133, 101",1,Vegetation,0,2,Water,0,0,,,,3,0.9,No,,POINT (-80.719452 28.457129)
8069,-80.719595,28.456873,Merritt Island,Transect,No Structure,,Residential,1,Private,Vegetation,"133, 101",1,Vegetation,0,2,Water,0,0,,,,3,0.9,No,,POINT (-80.719595 28.456873)
8070,-80.719708,28.456632,Merritt Island,Transect,No Structure,,Residential,1,Private,Vegetation,"133, 101",1,Vegetation,0,2,Water,0,0,,,,3,0.9,No,,POINT (-80.719708 28.456632)
8071,-80.719834,28.456384,Merritt Island,Transect,No Structure,,Residential,1,Private,Vegetation,"133, 101",1,Vegetation,0,2,Water,0,0,,,,3,0.9,No,,POINT (-80.719834 28.456384)
8072,-80.719843,28.456108,Merritt Island,Transect,No Structure,,Residential,1,Private,Vegetation,"133, 101",1,Vegetation,0,2,Water,0,0,,,,3,0.9,No,,POINT (-80.719843 28.456108)
8073,-80.719959,28.455849,Merritt Island,Transect,No Structure,,Residential,1,Private,Vegetation,"133, 101",1,Vegetation,0,2,Water,0,0,,,,3,0.9,No,,POINT (-80.719959 28.455849)
8074,-80.730247,28.502931,Merritt Island,Transect,No Structure,,Mosquito Impoundment,1,Private,Vegetation,"101, 133",1,Vegetation,0,1,Mudflat,0,1,Water,,0,2,0.45,No,,POINT (-80.730247 28.502931)
8075,-80.719913,28.455281,Merritt Island,Transect,No Structure,,Natural,2,Private,Vegetation,103,1,Vegetation,112,1,Mudflat,0,1,Water,,0,2,0.2,No,,POINT (-80.719913 28.455281)
8076,-80.719856,28.455024,Merritt Island,Transect,No Structure,,Natural,2,Private,Vegetation,103,1,Vegetation,112,1,Mudflat,0,1,Water,,0,2,0.2,No,,POINT (-80.719856 28.455024)
8077,-80.719803,28.454444,Merritt Island,Transect,No Structure,,Natural,2,Private,Vegetation,103,1,Vegetation,112,1,Mudflat,0,1,Water,,0,2,0.2,No,,POINT (-80.719803 28.454444)
8078,-80.719808,28.454183,Merritt Island,Transect,No Structure,,Natural,2,Private,Vegetation,103,1,Vegetation,112,1,Mudflat,0,1,Water,,0,2,0.2,No,,POINT (-80.719808 28.454183)
8079,-80.719845,28.453588,Merritt Island,Transect,No Structure,,Natural,1,Public,Vegetation,"101, 133, 103",2,Sand,0,2,Water,0,0,,,,4,0.9,No,,POINT (-80.719845 28.453588)
8080,-80.719897,28.453298,Merritt Island,Transect,No Structure,,Natural,1,Public,Vegetation,"101, 133, 103",2,Sand,0,2,Water,0,0,,,,4,0.9,No,,POINT (-80.719897 28.453298)
8081,-80.719926,28.453008,Merritt Island,Transect,No Structure,,Natural,1,Public,Vegetation,"101, 133, 103",2,Sand,0,2,Water,0,0,,,,4,0.9,No,,POINT (-80.719926 28.453008)
8082,-80.719935,28.452713,Merritt Island,Transect,No Structure,,Natural,1,Public,Vegetation,"101, 133, 103",2,Sand,0,2,Water,0,0,,,,4,0.9,No,,POINT (-80.719935 28.452713)
8083,-80.719959,28.452432,Merritt Island,Transect,No Structure,,Natural,1,Public,Vegetation,"101, 133, 103",2,Sand,0,2,Water,0,0,,,,4,0.9,No,,POINT (-80.719959 28.452432)
8084,-80.720154,28.451889,Merritt Island,Transect,No Structure,,Natural,1,Public,Vegetation,"101, 133, 103",2,Sand,0,2,Water,0,0,,,,4,0.9,No,,POINT (-80.720154 28.451889)
8085,-80.730913,28.501361,Merritt Island,Transect,No Structure,,Mosquito Impoundment,1,Private,Vegetation,"101, 133",1,Vegetation,0,1,Mudflat,0,1,Water,,0,2,0.45,No,,POINT (-80.730913 28.501361)
8086,-80.720374,28.451473,Merritt Island,Transect,No Structure,,Natural,2,Public,Vegetation,111,2,Vegetation,112,1,Mudflat,0,0,Water,,0,4,0.1,No,,POINT (-80.720374 28.451473)
8087,-80.720536,28.451274,Merritt Island,Transect,No Structure,,Natural,2,Public,Vegetation,111,2,Vegetation,112,1,Mudflat,0,0,Water,,0,4,0.1,No,,POINT (-80.720536 28.451274)
8088,-80.720559,28.450988,Merritt Island,Transect,No Structure,,Natural,2,Public,Vegetation,111,2,Vegetation,112,1,Mudflat,0,0,Water,,0,4,0.1,No,,POINT (-80.720559 28.450988)
8089,-80.720521,28.450741,Merritt Island,Transect,No Structure,,Natural,2,Public,Vegetation,111,2,Vegetation,112,1,Mudflat,0,0,Water,,0,4,0.1,No,,POINT (-80.720521 28.450741)
8090,-80.720526,28.450407,Merritt Island,Transect,No Structure,,Natural,2,Public,Vegetation,111,2,Vegetation,112,1,Mudflat,0,0,Water,,0,4,0.1,No,,POINT (-80.720526 28.450407)
8091,-80.720474,28.450117,Merritt Island,Transect,No Structure,,Natural,2,Public,Vegetation,111,2,Vegetation,112,1,Mudflat,0,0,Water,,0,4,0.1,No,,POINT (-80.720474 28.450117)
8092,-80.720421,28.449457,Merritt Island,Transect,No Structure,,Natural,2,Public,Vegetation,103,2,Vegetation,111,2,Water,0,0,,,,4,0.5,No,,POINT (-80.720421 28.449457)
8093,-80.720382,28.449152,Merritt Island,Transect,No Structure,,Natural,2,Public,Vegetation,103,2,Vegetation,111,2,Water,0,0,,,,4,0.5,No,,POINT (-80.720382 28.449152)
8094,-80.720401,28.448876,Merritt Island,Transect,No Structure,,Natural,2,Public,Vegetation,103,2,Vegetation,111,2,Water,0,0,,,,4,0.5,No,,POINT (-80.720401 28.448876)
8095,-80.720487,28.448595,Merritt Island,Transect,No Structure,,Natural,2,Public,Vegetation,103,2,Vegetation,111,2,Water,0,0,,,,4,0.5,No,,POINT (-80.720487 28.448595)
8096,-80.731318,28.499445,Merritt Island,Transect,No Structure,,Mosquito Impoundment,1,Private,Vegetation,"101, 133",1,Vegetation,0,1,Mudflat,0,1,Water,,0,2,0.45,No,,POINT (-80.731318 28.499445)
8097,-80.720639,28.448381,Merritt Island,Transect,No Structure,,Natural,2,Public,Vegetation,103,2,Vegetation,111,2,Water,0,0,,,,4,0.5,No,,POINT (-80.720639 28.448381)
8098,-80.720554,28.448186,Merritt Island,Transect,No Structure,,Natural,2,Public,Vegetation,103,2,Vegetation,111,2,Water,0,0,,,,4,0.5,No,,POINT (-80.720554 28.448186)
8099,-80.721301,28.449666,Merritt Island,Transect,No Structure,,Natural,2,Public,Vegetation,103,2,Vegetation,111,2,Water,0,0,,,,4,0.5,No,,POINT (-80.721301 28.449666)
8100,-80.721515,28.448795,Merritt Island,Transect,No Structure,,Natural,2,Public,Vegetation,103,2,Vegetation,111,2,Water,0,0,,,,4,0.5,No,,POINT (-80.721515 28.448795)
8101,-80.722072,28.448124,Merritt Island,Transect,No Structure,,Natural,2,Public,Vegetation,103,2,Vegetation,111,2,Water,0,0,,,,4,0.5,No,,POINT (-80.722072 28.448124)
8102,-80.722567,28.445915,Merritt Island,Transect,No Structure,,Park,2,Private,Vegetation,"111, 133",2,Vegetation,112,2,Water,0,0,,,,3,0.2,No,,POINT (-80.722567 28.445915)
8103,-80.723062,28.443427,Merritt Island,Transect,Hard Slope,Riprap,Residential,2,Private,Vegetation,99,1,Rock,0,3,Water,0,0,,,,4,0.5,No,,POINT (-80.723062 28.443427)
8104,-80.723235,28.443243,Merritt Island,Transect,Hard Slope,Riprap,Residential,2,Private,Vegetation,99,1,Rock,0,3,Water,0,0,,,,4,0.5,No,,POINT (-80.723235 28.443243)
8105,-80.723276,28.442981,Merritt Island,Transect,Hard Slope,Riprap,Residential,2,Private,Vegetation,99,1,Rock,0,3,Water,0,0,,,,4,0.5,No,,POINT (-80.723276 28.442981)
8106,-80.723229,28.442719,Merritt Island,Transect,Hard Slope,Riprap,Residential,2,Private,Vegetation,99,1,Rock,0,3,Water,0,0,,,,4,0.5,No,,POINT (-80.723229 28.442719)
8107,-80.731568,28.498577,Merritt Island,Transect,No Structure,,Mosquito Impoundment,1,Private,Vegetation,"101, 133",1,Vegetation,0,1,Mudflat,0,1,Water,,0,2,0.45,No,,POINT (-80.731568 28.498577)
8108,-80.723241,28.442451,Merritt Island,Transect,Hard Slope,Riprap,Residential,2,Private,Vegetation,99,1,Rock,0,3,Water,0,0,,,,4,0.5,No,,POINT (-80.723241 28.442451)
8109,-80.723315,28.442181,Merritt Island,Transect,Hard Slope,Riprap,Residential,2,Private,Vegetation,99,1,Rock,0,3,Water,0,0,,,,4,0.5,No,,POINT (-80.723315 28.442181)
8110,-80.723194,28.437431,Merritt Island,Transect,Hard Slope,Riprap,Residential,2,Private,Vegetation,99,1,Rock,0,2,Water,0,0,,,,5,0.45,No,,POINT (-80.723194 28.437431)
8111,-80.723187,28.437153,Merritt Island,Transect,Hard Slope,Riprap,Residential,2,Private,Vegetation,99,1,Rock,0,2,Water,0,0,,,,5,0.45,No,,POINT (-80.723187 28.437153)
8112,-80.723308,28.436917,Merritt Island,Transect,Hard Slope,Riprap,Residential,2,Private,Vegetation,99,1,Rock,0,2,Water,0,0,,,,5,0.45,No,,POINT (-80.723308 28.436917)
8113,-80.723503,28.435687,Merritt Island,Transect,Hard Slope,Rubble,Residential,2,Private,Vegetation,99,1,Rock,0,2,Vegetation,112,2,Water,,0,5,0.9,No,,POINT (-80.723503 28.435687)
8114,-80.72361,28.43543,Merritt Island,Transect,Hard Slope,Rubble,Residential,2,Private,Vegetation,99,1,Rock,0,2,Vegetation,112,2,Water,,0,5,0.9,No,,POINT (-80.72361 28.43543)
8115,-80.723598,28.434973,Merritt Island,Transect,Hard Slope,Rubble,Residential,2,Private,Vegetation,99,1,Rock,0,2,Vegetation,112,2,Water,,0,5,0.9,No,,POINT (-80.723598 28.434973)
8116,-80.722865,28.433294,Merritt Island,Transect,Bulkhead,Metal,Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,No,,POINT (-80.722865 28.433294)
8117,-80.722851,28.433058,Merritt Island,Transect,Bulkhead,Metal,Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,No,,POINT (-80.722851 28.433058)
8118,-80.732626,28.495281,Merritt Island,Transect,No Structure,,Mosquito Impoundment,1,Private,Vegetation,"101, 133",1,Vegetation,0,1,Mudflat,0,1,Water,,0,2,0.45,No,,POINT (-80.732626 28.495281)
8119,-80.723349,28.431665,Merritt Island,Transect,No Structure,,Residential,2,Private,Vegetation,133,1,Vegetation,112,2,Water,0,0,,,,3,0.2,No,,POINT (-80.723349 28.431665)
8120,-80.722912,28.428941,Merritt Island,Transect,No Structure,,Residential,2,Private,Vegetation,133,1,Vegetation,112,2,Water,0,0,,,,3,0.2,No,,POINT (-80.722912 28.428941)
8121,-80.722526,28.424461,Merritt Island,Transect,No Structure,,Residential,2,Private,Vegetation,"101, 133",1,Vegetation,112,2,Water,0,0,,,,3,0.2,No,,POINT (-80.722526 28.424461)
8122,-80.721804,28.418715,Merritt Island,Transect,Bulkhead,Metal,Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,No,,POINT (-80.721804 28.418715)
8123,-80.721688,28.418421,Merritt Island,Transect,Bulkhead,Metal,Residential,3,Private,Vegetation,99,0,Water,0,0,,0,0,,,,0,0.0,No,,POINT (-80.721688 28.418421)
8124,-80.721072,28.417814,Merritt Island,Transect,No Structure,,Residential,2,Private,Vegetation,99,1,Vegetation,112,1,Mudflat,0,1,Water,,0,3,0.2,No,,POINT (-80.721072 28.417814)
8125,-80.720933,28.41756,Merritt Island,Transect,No Structure,,Residential,2,Private,Vegetation,99,1,Vegetation,112,1,Mudflat,0,1,Water,,0,3,0.2,No,,POINT (-80.720933 28.41756)
8126,-80.720766,28.417132,Merritt Island,Transect,Hard Slope,"Coquina, Riprap",Residential,2,Private,Vegetation,99,1,Rock,0,3,Water,0,0,,,,4,0.45,No,,POINT (-80.720766 28.417132)
8127,-80.720691,28.416555,Merritt Island,Transect,Hard Slope,"Coquina, Riprap",Residential,2,Private,Vegetation,99,1,Rock,0,2,Vegetation,112,1,Water,,0,4,0.45,No,,POINT (-80.720691 28.416555)
8128,-80.720652,28.416267,Merritt Island,Transect,Hard Slope,"Coquina, Riprap",Residential,2,Private,Vegetation,99,1,Rock,0,2,Vegetation,112,1,Water,,0,4,0.45,No,,POINT (-80.720652 28.416267)
8129,-80.732745,28.493485,Merritt Island,Transect,No Structure,,Mosquito Impoundment,1,Private,Vegetation,"101, 133",1,Vegetation,0,1,Mudflat,0,1,Water,,0,2,0.45,No,,POINT (-80.732745 28.493485)
8130,-80.720569,28.416002,Merritt Island,Transect,Hard Slope,"Coquina, Riprap",Residential,2,Private,Vegetation,99,1,Rock,0,2,Vegetation,112,1,Water,,0,4,0.45,No,,POINT (-80.720569 28.416002)
8131,-80.720487,28.415426,Merritt Island,Transect,Hard Slope,"Coquina, Riprap",Residential,2,Private,Vegetation,99,1,Rock,0,3,Water,0,0,,,,4,0.45,No,,POINT (-80.720487 28.415426)
8132,-80.720297,28.414623,Merritt Island,Transect,Hard Slope,Riprap,Residential,2,Private,Rock,,2,Vegetation,112,2,Water,0,0,,,,4,0.45,No,,POINT (-80.720297 28.414623)
8133,-80.720083,28.413812,Merritt Island,Transect,Hard Slope,Riprap,Residential,2,Private,Rock,,2,Vegetation,112,2,Water,0,0,,,,4,0.45,No,,POINT (-80.720083 28.413812)
8134,-80.719868,28.412844,Merritt Island,Transect,No Structure,,Residential,2,Private,Vegetation,133,2,Vegetation,0,2,Water,0,0,,,,4,0.2,No,,POINT (-80.719868 28.412844)
8135,-80.719813,28.412225,Merritt Island,Transect,No Structure,,Residential,2,Private,Vegetation,133,2,Vegetation,0,2,Water,0,0,,,,4,0.2,No,,POINT (-80.719813 28.412225)
8136,-80.718961,28.40795,Merritt Island,Transect,Hard Slope,"Coquina, Riprap",Residential,2,Private,Vegetation,99,1,Rock,0,3,Water,0,0,,,,4,0.45,No,,POINT (-80.718961 28.40795)
8137,-80.71896,28.407309,Merritt Island,Transect,Hard Slope,Rubble,Residential,2,Private,Vegetation,"101, 133",2,Rock,0,2,Water,0,0,,,,4,0.45,No,,POINT (-80.71896 28.407309)
8138,-80.718993,28.407032,Merritt Island,Transect,Hard Slope,Rubble,Residential,2,Private,Vegetation,"101, 133",2,Rock,0,2,Water,0,0,,,,4,0.45,No,,POINT (-80.718993 28.407032)
8139,-80.718949,28.406717,Merritt Island,Transect,Hard Slope,Rubble,Residential,2,Private,Vegetation,"101, 133",2,Rock,0,2,Water,0,0,,,,4,0.45,No,,POINT (-80.718949 28.406717)
8140,-80.732517,28.490968,Merritt Island,Transect,No Structure,,Mosquito Impoundment,1,Public,Vegetation,"101, 133",1,Mudflat,0,1,Water,0,0,,,,2,0.45,No,,POINT (-80.732517 28.490968)
8141,-80.732255,28.489172,Merritt Island,Transect,No Structure,,Mosquito Impoundment,1,Public,Vegetation,"101, 133",1,Mudflat,0,1,Water,0,0,,,,2,0.45,No,,POINT (-80.732255 28.489172)
8142,-80.731708,28.487673,Merritt Island,Transect,No Structure,,Mosquito Impoundment,1,Public,Vegetation,"101, 133",1,Mudflat,0,1,Water,0,0,,,,2,0.45,No,,POINT (-80.731708 28.487673)
8143,-80.73172,28.486328,Merritt Island,Transect,No Structure,,Mosquito Impoundment,1,Public,Vegetation,"101, 133",1,Mudflat,0,1,Water,0,0,,,,2,0.45,No,,POINT (-80.73172 28.486328)
8144,-80.730839,28.484853,Merritt Island,Transect,No Structure,,Mosquito Impoundment,1,Public,Vegetation,"101, 133",1,Mudflat,0,1,Water,0,0,,,,2,0.45,No,,POINT (-80.730839 28.484853)
8145,-80.72979,28.482528,Merritt Island,Transect,No Structure,,Mosquito Impoundment,1,Public,Vegetation,"101, 133",1,Vegetation,0,1,Water,0,0,,,,2,0.45,No,,POINT (-80.72979 28.482528)
8146,-80.728641,28.481273,Merritt Island,Transect,No Structure,,Mosquito Impoundment,2,Public,Vegetation,"113, 231",2,Mudflat,0,1,Water,0,0,,,,3,0.2,No,,POINT (-80.728641 28.481273)
8147,-80.727074,28.478003,Merritt Island,Transect,No Structure,,Mosquito Impoundment,2,Public,Vegetation,"111, 112, 113",2,Water,0,0,,0,0,,,,2,0.2,No,,POINT (-80.727074 28.478003)
8148,-80.726348,28.47646,Merritt Island,Transect,No Structure,,Mosquito Impoundment,2,Public,Vegetation,"113, 231, 233",1,Vegetation,0,1,Water,0,0,,,,2,0.2,No,,POINT (-80.726348 28.47646)
8149,-80.724795,28.475183,Merritt Island,Transect,No Structure,,Mosquito Impoundment,2,Public,Vegetation,"113, 231, 233",1,Vegetation,0,1,Water,0,0,,,,2,0.2,No,,POINT (-80.724795 28.475183)
8150,-80.7204,28.47179,Merritt Island,Transect,Hard Slope,Riprap,Residential,2,Private,Rock,,2,Vegetation,111,1,Water,0,0,,,,3,0.9,No,,POINT (-80.7204 28.47179)
8151,-80.720527,28.471527,Merritt Island,Transect,Hard Slope,Riprap,Residential,2,Private,Rock,,2,Vegetation,112,1,Water,0,0,,,,3,0.9,No,,POINT (-80.720527 28.471527)
8152,-80.720373,28.471337,Merritt Island,Transect,Hard Slope,Riprap,Residential,2,Private,Rock,,2,Vegetation,112,1,Water,0,0,,,,3,0.9,No,,POINT (-80.720373 28.471337)
8153,-80.720205,28.470518,Merritt Island,Transect,Hard Slope,Riprap,Residential,2,Private,Rock,,2,Vegetation,112,1,Water,0,0,,,,3,0.9,No,,POINT (-80.720205 28.470518)
8154,-80.720163,28.469727,Merritt Island,Transect,Hard Slope,Riprap,Residential,2,Private,Rock,,2,Vegetation,112,1,Water,0,0,,,,3,0.9,No,,POINT (-80.720163 28.469727)
8155,-80.720111,28.469437,Merritt Island,Transect,Hard Slope,Riprap,Residential,2,Private,Rock,,2,Vegetation,112,1,Water,0,0,,,,3,0.9,No,,POINT (-80.720111 28.469437)
8156,-80.719982,28.468915,Merritt Island,Transect,No Structure,,Residential,2,Private,Vegetation,112,3,Water,0,0,,0,0,,,,3,0.45,No,,POINT (-80.719982 28.468915)
8157,-80.719955,28.46801,Merritt Island,Transect,No Structure,,Residential,2,Private,Vegetation,112,3,Water,0,0,,0,0,,,,3,0.45,No,,POINT (-80.719955 28.46801)
8158,-80.719882,28.467576,Merritt Island,Transect,No Structure,,Residential,2,Private,Vegetation,112,3,Water,0,0,,0,0,,,,3,0.45,No,,POINT (-80.719882 28.467576)
8159,-80.720064,28.466877,Merritt Island,Transect,Hard Slope,Riprap,Residential,3,Private,Rock,,2,Vegetation,112,1,Water,0,0,,,,3,0.9,No,,POINT (-80.720064 28.466877)
8160,-80.720273,28.466051,Merritt Island,Transect,Hard Slope,Rubble,Residential,2,Private,Vegetation,"99, 101",1,Rock,0,2,Mudflat,0,1,Water,,0,4,0.45,No,,POINT (-80.720273 28.466051)
8161,-80.720318,28.465451,Merritt Island,Transect,No Structure,,Residential,3,Private,Vegetation,112,3,Water,0,0,,0,0,,,,3,0.2,No,,POINT (-80.720318 28.465451)
8162,-80.720173,28.464889,Merritt Island,Transect,Bulkhead,Wood,Residential,3,Private,Vegetation,99,1,Rock,0,2,Vegetation,112,1,Water,,0,3,0.9,No,,POINT (-80.720173 28.464889)
8163,-80.720145,28.464264,Merritt Island,Transect,No Structure,,Residential,3,Private,Vegetation,112,3,Mudflat,0,1,Water,0,0,,,,4,0.2,No,,POINT (-80.720145 28.464264)
8164,-80.720064,28.463758,Merritt Island,Transect,Hard Slope,Riprap,Residential,2,Private,Rock,,1,Vegetation,112,1,Water,0,0,,,,2,0.9,No,,POINT (-80.720064 28.463758)
8165,-80.719864,28.462967,Merritt Island,Transect,Hard Slope,Rubble,Residential,2,Private,Vegetation,101,99,Rock,0,1,Vegetation,0,1,Water,,0,3,0.45,No,,POINT (-80.719864 28.462967)
8166,-80.719318,28.461882,Merritt Island,Transect,Hard Slope,Rubble,Residential,2,Private,Vegetation,101,99,Rock,0,1,Vegetation,0,1,Water,,0,3,0.45,No,,POINT (-80.719318 28.461882)
8167,-80.719182,28.4611,Merritt Island,Transect,No Structure,,Residential,2,Private,Vegetation,99,1,Vegetation,112,1,Mudflat,0,1,Water,,0,3,0.2,No,,POINT (-80.719182 28.4611)
8168,-80.719182,28.459824,Merritt Island,Transect,No Structure,,Residential,2,Private,Vegetation,99,1,Vegetation,112,1,Mudflat,0,1,Water,,0,3,0.2,No,,POINT (-80.719182 28.459824)
8169,-80.719236,28.460262,Merritt Island,Transect,Hard Slope,Riprap,Residential,3,Private,Rock,,2,Water,0,0,,0,0,,,,2,0.9,No,,POINT (-80.719236 28.460262)
8170,-80.719091,28.459663,Merritt Island,Transect,Hard Slope,Riprap,Residential,3,Private,Vegetation,99,1,Rock,0,2,Vegetation,112,1,Water,,0,4,0.45,No,,POINT (-80.719091 28.459663)
8171,-80.7191,28.458546,Merritt Island,Transect,No Structure,,Residential,1,Private,Vegetation,"133, 101",1,Vegetation,0,2,Water,0,0,,,,3,0.9,No,,POINT (-80.7191 28.458546)
8172,-80.718973,28.457768,Merritt Island,Transect,No Structure,,Residential,1,Private,Vegetation,"133, 101",1,Vegetation,0,2,Water,0,0,,,,3,0.9,No,,POINT (-80.718973 28.457768)
8173,-80.720018,28.455543,Merritt Island,Transect,No Structure,,Natural,2,Private,Vegetation,103,1,Vegetation,112,1,Mudflat,0,1,Water,,0,2,0.2,No,,POINT (-80.720018 28.455543)
8174,-80.719855,28.454716,Merritt Island,Transect,No Structure,,Natural,2,Private,Vegetation,103,1,Vegetation,112,1,Mudflat,0,1,Water,,0,2,0.2,No,,POINT (-80.719855 28.454716)
8175,-80.719835,28.453883,Merritt Island,Transect,No Structure,,Natural,1,Public,Vegetation,"101, 133, 103",2,Sand,0,2,Water,0,0,,,,4,0.9,No,,POINT (-80.719835 28.453883)
