Name,X,Y,City,Point_Type,Edge_Type,Hard_Mater,Adj_LU,Erosion,Owner,Adj_H1,V_Type1,Hab_W1,Adj_H2,V_Type2,Hab_W2,Adj_H3,V_Type3,Hab_W3,Adj_H4,V_Type4,Hab_W4,IT_Width,Rest_Opp,Slope,Comments,3_m_depth,5_m_depth,0yster_Pre,Seagrass_P,geometry
R6,-80.85967,28.92056,Edgewater,TR,NS,,P,2,PUB,V,"108, 231, 123, 510, 111",4,"V, Shell","123, 111",4,S,0,3.0,W,,,11.0,N,0.168,,50.0,60,Y,N,POINT (-80.85967 28.92056)
R7,-80.85895,28.91694,Edgewater,TR,NS,,P,2,PUB,V,111,2,V,"111, 112, 231, 123",4,S,0,2.0,W,,,7.0,N,0.183,,65.0,75,N,N,POINT (-80.85895 28.91694)
R8,-80.85798,28.91343,Edgewater,TR,NS,,P,2,PUB,V,"111, 231, 108, 99",2,V,"233, 123, 112, 510, 231",3,S,0,4.0,W,,,9.0,N,0.17,,60.0,70,N,Y,POINT (-80.85798 28.91343)
R9,-80.85674,28.91005,Edgewater,TR,NS,,P,3,PUB,V,111,2,V,"111, 231, 510, 123",4,V,112,1.5,S,,1,8.0,N,0.131,,60.0,70,N,Y,POINT (-80.85674 28.91005)
R10,-80.85452,28.90688,Edgewater,TR,NS,,P,3,PUB,V,"111, 107",4,S,,1,W,0,0.0,,,,5.0,N,0.085,2m mangrove strip in front,60.0,70,N,N,POINT (-80.85452 28.90688)
R11,-80.85509,28.90527,Edgewater,TS,BH,CON,R,3,PRI,V,"99, 516",0,W,,0,,0,0.0,,,,0.0,N,0.0,,70.0,80,N,N,POINT (-80.85509 28.90527)
R12,-80.85555,28.90587,Edgewater,OF,BH,,R,0,PRI,,,0,,,0,,0,0.0,,,,0.0,N,0.0,"10 m canal, water flow, housing BH",0.0,0,,,POINT (-80.85555 28.90587)
R13,-80.85561,28.90606,Edgewater,TR,BH,CON,R,3,PRI,V,99,0,W,,0,,0,0.0,,,,0.0,N,0.0,"small pvc of, no water flow",100.0,100,N,N,POINT (-80.85561 28.90606)
R14,-80.85587,28.90636,Edgewater,TS,"BH, HS","RR, CON, CQ",R,1,PRI,V,"99, 123, 101",0,R,,2,W,0,0.0,,,,2.0,N,0.9,,100.0,100,N,N,POINT (-80.85587 28.90636)
R15,-80.85603,28.90672,Edgewater,TS,BH,CON,R,3,PRI,V,99,0,W,,0,,0,0.0,,,,0.0,N,0.0,,100.0,100,N,N,POINT (-80.85603 28.90672)
R16,-80.85609,28.90688,Edgewater,OF,BH,,R,0,PRI,,,0,,,0,,0,0.0,,,,0.0,N,0.0,"10 m canal water flow, residential housing BH",0.0,0,Y,N,POINT (-80.85609 28.90688)
R17,-80.85624,28.90718,Edgewater,TS,"BH, NS","CON, O-Metal",R,3,PRI,V,"99, 101",0,V,"111, 112",2,W,0,0.0,,,,2.0,N,0.45,"pvc, no, water flow",100.0,100,N,N,POINT (-80.85624 28.90718)
R18,-80.85654,28.90769,Edgewater,OF,BH,,R,0,PRI,,,0,,,0,,0,0.0,,,,0.0,N,0.0,"10 m canal, water flow, residential BH",0.0,0,,,POINT (-80.85654 28.90769)
R19,-80.85661,28.90783,Edgewater,TS,BH,CON,R,3,PRI,V,99,0,W,,0,,0,0.0,,,,0.0,N,0.0,small pvc,100.0,100,Y,N,POINT (-80.85661 28.90783)
R20,-80.85686,28.90819,Edgewater,TS,"BH, NS","CON, O-Metal",R,3,PRI,V,99,0,V,111,1,W,0,0.0,,,,1.0,N,0.8,,100.0,100,N,N,POINT (-80.85686 28.90819)
R21,-80.85686,28.90837,Edgewater,TS,"BH, HS","RR, CON, O-Metal, CQ",R,3,PRI,V,99,0,R,,2,W,0,0.0,,,,2.0,N,0.8,,100.0,100,N,N,POINT (-80.85686 28.90837)
R22,-80.85727,28.90855,Edgewater,OF,NS,,R,0,PRI,,,0,,,0,,0,0.0,,,,0.0,,0.0,"10 m canal, water flow, 111 and 112",100.0,100,Y,N,POINT (-80.85727 28.90855)
R23,-80.85728,28.90853,Edgewater,TS,NS,,R,3,PRI,V,112,3,W,,0,,0,0.0,,,,3.0,N,0.1,,80.0,80,Y,N,POINT (-80.85728 28.90853)
R24,-80.85786,28.90948,Edgewater,TR,NS,,R,3,PRI,V,101,1,V,111,1,V,112,3.0,OY,,3,7.0,N,0.1,"cove, mangrove string infront",40.0,40,Y,N,POINT (-80.85786 28.90948)
R25,-80.85778,28.90996,Edgewater,TS,"BH, HS","RB, CON, CQ",R,2,PRI,V,99,0,"V, R","123, 112, 111, 101, 210",2,W,0,0.0,,,,2.0,N,0.3,,40.0,40,N,N,POINT (-80.85778 28.90996)
R26,-80.85779,28.91039,Edgewater,TS,NS,,R,2,PRI,V,99,1,V,"111, 99",1,W,0,0.0,,,,1.0,N,0.1,,40.0,40,Y,N,POINT (-80.85779 28.91039)
R27,-80.85864,28.91051,Edgewater,TS,BH,WO,R,3,PRI,V,99,0,W,,0,,0,0.0,,,,0.0,N,0.0,,40.0,40,N,N,POINT (-80.85864 28.91051)
R28,-80.85883,28.91063,Edgewater,TS,NS,,R,2,PRI,V,"99, 101, 133",1,V,"111, 210, 112",1,S,0,1.0,W,,,2.0,N,0.1,,40.0,40,N,N,POINT (-80.85883 28.91063)
R29,-80.859,28.9119,Edgewater,TR,NS,,R,3,PRI,V,"133, 111",1,"V, Shell","111, 112",3,"S, Shell",0,1.0,W,,,5.0,N,0.1,,30.0,30,Y,N,POINT (-80.859 28.9119)
R30,-80.85931,28.91281,Edgewater,TR,NS,,P,2,PUB,V,"101, 527, 133, 123",2,"Shell, V","123, 527, 133, 108, 233",4,"S, V",111,2.0,W,,,6.0,Y,0.171,,40.0,43,N,N,POINT (-80.85931 28.91281)
R31,-80.86014,28.91416,Edgewater,TR,NS,,P,1,PUB,"S, V","99, 101",1,"S, V",99,2,V,0,3.0,S,,2,5.0,Y,0.567,,41.0,51,N,N,POINT (-80.86014 28.91416)
R32,-80.86021,28.91427,Edgewater,OF,BH,,R,0,PRI,,,0,,,0,,0,0.0,,,,0.0,N,0.0,"10 m canal, water flow, BH and NS",0.0,0,,,POINT (-80.86021 28.91427)
R33,-80.85983,28.91468,Edgewater,TS,"BH, NS",CON,R,3,PRI,R,,0,V,"99, 210",2,W,0,0.0,,,,2.0,N,0.5,,40.0,40,N,N,POINT (-80.85983 28.91468)
R34,-80.85997,28.91504,Edgewater,TS,NS,,R,1,PRI,V,99,2,V,210,1,W,0,0.0,,,,1.0,N,0.3,,40.0,40,N,N,POINT (-80.85997 28.91504)
R35,-80.86045,28.91544,Edgewater,TS,"BH, NS",CON,R,3,PRI,V,99,0,V,210,2,W,0,0.0,,,,2.0,N,0.3,,40.0,40,N,N,POINT (-80.86045 28.91544)
R36,-80.86053,28.9157,Edgewater,TS,NS,,R,3,PRI,V,99,1,V,"112, 111",3,W,0,0.0,,,,3.0,N,0.2,,40.0,40,N,N,POINT (-80.86053 28.9157)
R37,-80.86069,28.91711,Edgewater,TS,HS,"RB, CON",P,3,PUB,V,"101, 133, 99",1,"R, V","111, 112, 123",2,W,0,0.0,,,,2.0,N,0.15,,40.0,40,Y,N,POINT (-80.86069 28.91711)
R38,-80.86082,28.91772,Edgewater,TR,HS,"RB, CON",R,3,PRI,V,99,1,"R, V","112, 516",3,W,0,0.0,,,,3.0,N,0.15,112 fringe in front,40.0,40,Y,N,POINT (-80.86082 28.91772)
R39,-80.86124,28.91816,Edgewater,TS,HS,RB,R,1,PRI,V,"133, 101",1,"Shell, V","111, 133",2,W,0,0.0,,,,2.0,N,0.15,,40.0,40,N,N,POINT (-80.86124 28.91816)
R40,-80.86181,28.91867,Edgewater,TR,HS,RB,R,2,PRI,V,"101, 133",1,V,"112, 111",3,W,0,0.0,,,,3.0,N,0.08,,30.0,30,N,N,POINT (-80.86181 28.91867)
R41,-80.86226,28.91962,Edgewater,TR,HS,RB,P,3,PUB,V,"101, 133",1,V,"111, 210, 112",3,W,0,0.0,,,,3.0,N,0.05,,30.0,30,N,N,POINT (-80.86226 28.91962)
R42,-80.86251,28.92058,Edgewater,TR,HS,RB,P,2,PUB,V,"101, 133",1,V,"505, 133, 210, 112",3,W,0,0.0,,,,3.0,N,0.08,,30.0,30,N,N,POINT (-80.86251 28.92058)
R43,-80.86317,28.92098,Edgewater,TR,HS,RB,P,2,PUB,V,"101, 527, 99, 529, 133, 123",3,S,,5,W,0,0.0,,,,5.0,Y,0.111,,43.0,53,N,N,POINT (-80.86317 28.92098)
R44,-80.86367,28.92204,Edgewater,TR,HS,RB,P,2,PUB,V,"101, 507",2,V,"220, 111",3,W,0,0.0,,,,3.0,N,0.11,,50.0,60,N,N,POINT (-80.86367 28.92204)
R45,-80.86333,28.92346,Edgewater,TR,HS,RB,C,3,PRI,V,"101, 133",1,V,"111, 112, 123",4,W,0,0.0,,,,4.0,N,0.11,,50.0,60,N,N,POINT (-80.86333 28.92346)
S1,-80.86388,28.92469,Edgewater,TS,BH,CON,C,3,PRI,V,99,0,W,,0,,0,0.0,,,,0.0,N,0.0,,200.0,200,Y,N,POINT (-80.86388 28.92469)
S2,-80.86431,28.92545,Edgewater,TR,BH,"CON, O-Metal",C,3,PRI,V,99,0,W,,0,,0,0.0,,,,0.0,N,0.0,,200.0,200,Y,N,POINT (-80.86431 28.92545)
S3,-80.86462,28.92592,Edgewater,TS,"HS, NS","CON, CQ, RR",C,3,PRI,V,99,0,R,,4,V,0,20.0,W,,,24.0,N,0.55,,100.0,100,Y,N,POINT (-80.86462 28.92592)
S4,-80.86457,28.92673,Edgewater,TS,NS,,R,3,PRI,V,"101, 99",0,V,"112, 111, 210",4,S,0,1.0,W,,,5.0,N,0.15,,60.0,70,Y,N,POINT (-80.86457 28.92673)
S5,-80.86496,28.92822,Edgewater,TR,NS,,R,2,PRI,V,"99, 101",0,V,"111, 112, 210",3,S,0,1.0,W,,,4.0,N,0.15,,60.0,70,Y,N,POINT (-80.86496 28.92822)
S6,-80.86539,28.92942,Edgewater,TR,NS,,R,3,PRI,V,"99, 101",0,V,112,10,W,0,0.0,,,,10.0,Y,0.15,dead margin out front,30.0,40,Y,N,POINT (-80.86539 28.92942)
S7,-80.86558,28.93047,Edgewater,TR,NS,,R,3,PRI,V,"99, 101",0,V,"112, 210",6,W,0,0.0,,,,6.0,N,0.15,scattered dead margins,30.0,40,Y,N,POINT (-80.86558 28.93047)
S8,-80.86604,28.93184,Edgewater,TR,NS,,R,3,PRI,V,"99, 101",0,V,112,5,W,0,0.0,,,,5.0,N,0.15,live reef infront,30.0,40,Y,N,POINT (-80.86604 28.93184)
S9,-80.86612,28.93282,Edgewater,TR,NS,,R,3,PRI,V,"99, 101",0,V,112,5,W,0,0.0,,,,5.0,N,0.15,mangrove fringe out front,30.0,40,Y,N,POINT (-80.86612 28.93282)
S10,-80.86739,28.93388,Edgewater,TR,NS,,R,3,PRI,V,"99, 101",0,V,"111, 112, 210",10,W,0,0.0,,,,10.0,N,0.15,,30.0,40,Y,N,POINT (-80.86739 28.93388)
S11,-80.86868,28.93459,Edgewater,OF,BH,CON,R,0,PRI,,,0,,,0,,0,0.0,,,,0.0,,0.0,"canal, 10 m, water flow, BH on either side",0.0,0,,,POINT (-80.86868 28.93459)
S12,-80.86893,28.93459,Edgewater,TS,"BH, HS","CON, O-Metal, RR",R,3,PRI,V,99,0,"R, V",112,1,W,0,0.0,,,,1.0,N,0.2,,200.0,200,Y,N,POINT (-80.86893 28.93459)
S13,-80.86913,28.93533,Edgewater,OF,BH,CON,R,0,PRI,,,0,,,0,,0,0.0,,,,0.0,,0.0,"canal, 10 m, water flow, BH on either side",0.0,0,,,POINT (-80.86913 28.93533)
S14,-80.86926,28.93548,Edgewater,TR,"BH, HS","CON, O-Metal, CQ, RR",R,3,PRI,V,99,0,R,,2,W,0,0.0,,,,2.0,N,0.9,,200.0,200,Y,N,POINT (-80.86926 28.93548)
S15,-80.86765,28.9365,Edgewater,TS,NS,,R,3,PRI,V,99,0,V,112,4,OY,0,6.0,W,,,10.0,N,0.15,dead margin in front,50.0,60,Y,N,POINT (-80.86765 28.9365)
S16,-80.86788,28.93748,Edgewater,TS,HS,"CON, CQ, RB",R,3,PRI,V,99,0,R,,3,W,0,0.0,,,,3.0,N,0.25,,50.0,60,Y,N,POINT (-80.86788 28.93748)
S17,-80.868,28.93772,Edgewater,OF,NS,,R,0,PRI,,,0,,,0,,0,0.0,,,,0.0,,0.0,"canal, 6m, water flow, vegetation on both sides",0.0,0,,,POINT (-80.868 28.93772)
S18,-80.86829,28.93862,Edgewater,OF,NS,,R,0,PRI,,,0,,,0,,0,0.0,,,,0.0,,0.0,"small opening, water flow, vegetation on both sides",0.0,0,,,POINT (-80.86829 28.93862)
S19,-80.86823,28.93876,Edgewater,TR,HS,"RB, CON, CQ",R,3,PRI,V,99,0,"R, V","107, 99",2,W,0,0.0,,,,2.0,N,0.25,,50.0,60,Y,N,POINT (-80.86823 28.93876)
S20,-80.86855,28.93994,Edgewater,TR,HS,"RB, CON",R,3,PRI,V,99,0,"R, V",111,3,W,0,0.0,,,,3.0,N,0.2,,50.0,60,Y,N,POINT (-80.86855 28.93994)
S21,-80.86921,28.94062,Edgewater,TS,NS,,R,2,PRI,V,99,0,V,"111, 112, 231",3,W,0,0.0,,,,3.0,N,0.1,,65.0,75,N,N,POINT (-80.86921 28.94062)
S22,-80.86974,28.94118,Edgewater,TS,"BH, HS","CON, RR, CQ",R,3,PRI,R,,0,R,,3,W,0,0.0,,,,3.0,N,0.2,,65.0,75,Y,N,POINT (-80.86974 28.94118)
S23,-80.87115,28.94182,Edgewater,TS,HS,"RR, CON, CQ",R,3,PRI,V,99,0,"R, V",107,3,W,0,0.0,,,,3.0,N,0.2,,50.0,60,N,N,POINT (-80.87115 28.94182)
S24,-80.87171,28.94276,Edgewater,TS,BH,"CON, O-Metal",R,3,PRI,V,99,0,W,,0,,0,0.0,,,,0.0,N,0.0,,100.0,100,N,N,POINT (-80.87171 28.94276)
S25,-80.87164,28.94283,Edgewater,TS,HS,"RB, CQ, CON",R,3,PRI,V,99,0,"R, V","112, 111",2,W,0,0.0,,,,2.0,N,0.15,,100.0,100,N,N,POINT (-80.87164 28.94283)
S26,-80.87132,28.94337,Edgewater,TS,NS,,R,3,PRI,V,99,0,V,"111, 112",3,W,0,0.0,,,,3.0,N,0.1,,30.0,40,N,N,POINT (-80.87132 28.94337)
S27,-80.87193,28.94451,Edgewater,TR,NS,,R,3,PRI,V,99,0,V,112,4,W,0,0.0,,,,4.0,N,0.1,mangrove and reef in front,30.0,40,Y,N,POINT (-80.87193 28.94451)
S28,-80.87204,28.94466,Edgewater,TS,HS,"RB, CON, CQ",R,3,PRI,V,"99, 123",0,R,,2,W,0,0.0,,,,2.0,N,0.2,,40.0,50,Y,N,POINT (-80.87204 28.94466)
S29,-80.87252,28.94516,Edgewater,OF,NS,,R,0,PRI,,,0,,,0,,0,0.0,,,,0.0,,0.0,"canal, 10 m, water flow, by and vegetation on sides",0.0,0,,,POINT (-80.87252 28.94516)
S30,-80.87289,28.9451,Edgewater,TS,BH,"CON, O-Metal",R,3,PRI,V,99,0,W,,0,,0,0.0,,,,0.0,N,0.0,,100.0,100,Y,N,POINT (-80.87289 28.9451)
S31,-80.87285,28.94589,Edgewater,TS,NS,,R,2,PRI,V,99,0,V,"111, 112, 210",3,W,0,0.0,,,,3.0,N,0.15,,50.0,60,N,N,POINT (-80.87285 28.94589)
S32,-80.87289,28.94634,Edgewater,TS,HS,"RB, CON, CQ",R,3,PRI,V,99,0,R,,2,W,0,0.0,,,,2.0,N,0.2,,60.0,70,N,N,POINT (-80.87289 28.94634)
S33,-80.87331,28.94652,Edgewater,TS,BH,"WO, O-Metal, CON",R,3,PRI,V,99,0,W,,0,,0,0.0,,,,0.0,N,0.0,,100.0,100,N,N,POINT (-80.87331 28.94652)
S34,-80.87342,28.94659,Edgewater,TS,HS,"RR, CQ",R,3,PRI,V,99,0,R,,2,W,0,0.0,,,,2.0,N,0.2,,50.0,50,N,N,POINT (-80.87342 28.94659)
S35,-80.8735,28.94685,Edgewater,TS,NS,,R,3,PRI,V,"133, 111",1,V,111,2,"V, S",112,1.0,W,,,4.0,N,0.1,,50.0,60,N,N,POINT (-80.8735 28.94685)
S36,-80.87378,28.94772,Edgewater,TR,NS,,R,3,PRI,V,"111, 112",6,V,"111, 210, 112",6,S,0,2.0,W,,,14.0,N,0.05,,40.0,50,Y,N,POINT (-80.87378 28.94772)
S37,-80.8748,28.94881,Edgewater,TR,NS,,R,3,PRI,V,"111, 112",6,"V, S",112,1,O-Shell bag,0,1.0,W,,,8.0,N,0.05,shell bag restoration,40.0,50,Y,N,POINT (-80.8748 28.94881)
S38,-80.87539,28.94959,Edgewater,TR,NS,,R,3,PRI,V,"101, 111, 112, 210, 510",1,V,"111, 112, 210, 510",3,V,0,1.0,"V, S","111, 112, 210",15,20.0,N,0.046,,35.0,45,N,N,POINT (-80.87539 28.94959)
S39,-80.87431,28.95052,Edgewater,TR,NS,,P,2,PUB,V,"111, 231",6,V,"111, 112",5,W,0,0.0,,,,11.0,N,0.095,,60.0,70,N,N,POINT (-80.87431 28.95052)
S40,-80.87266,28.94815,Edgewater,TR,NS,,P,2,PUB,V,"111, 231",6,V,"111, 231, 112",2,V,0,6.0,W,,,14.0,N,0.048,,41.0,51,N,N,POINT (-80.87266 28.94815)
S41,-80.87042,28.94545,Edgewater,TR,NS,,P,3,PUB,V,"111, 231",3,V,111,3,"V, OY",111,3.0,W,,,9.0,N,0.124,,55.0,65,Y,N,POINT (-80.87042 28.94545)
S42,-80.869,28.94265,Edgewater,TR,NS,,P,3,PUB,V,"512, 111",1,V,"111, 231",15,"V, Shell",0,3.0,W,,,19.0,N,0.093,,40.0,50,Y,N,POINT (-80.869 28.94265)
T1,-80.87641,28.95269,Edgewater,TR,NS,,P,2,PUB,V,"111, 123",2,V,"111, 112, 231",4,"V, OY",112,1.0,S,,7,14.0,Y,0.07,,21.0,29,Y,Y,POINT (-80.87641 28.95269)
T2,-80.87892,28.955,Edgewater,TR,NS,,P,2,PUB,V,"231, 111, 112",5,V,"111, 112",4,S,0,3.0,W,,,12.0,N,0.094,,22.0,30,Y,Y,POINT (-80.87892 28.955)
T3,-80.88099,28.95752,Edgewater,TR,NS,,P,2,PUB,V,"101, 133",5,V,111,3,V,0,5.0,S,,2,10.0,N,0.08,,20.0,30,Y,N,POINT (-80.88099 28.95752)
T4,-80.88267,28.96033,Edgewater,TR,NS,,P,1,PUB,V,"111, 231, 510",8,V,"111, 112",3,S,0,1.0,W,,,12.0,N,0.122,canal behind,30.0,40,N,N,POINT (-80.88267 28.96033)
T5,-80.88435,28.96307,Edgewater,TR,NS,,P,1,PUB,V,"111, 231",9,V,"111, 112",3,S,0,1.0,W,,,13.0,N,0.149,,32.0,41,N,N,POINT (-80.88435 28.96307)
T6,-80.88602,28.96652,Edgewater,TR,NS,,P,2,PUB,V,"111, 112",6,V,"111, 210",7,V,112,7.0,S,,2,22.0,Y,0.01,,15.0,20,Y,N,POINT (-80.88602 28.96652)
T7,-80.88756,28.96935,Edgewater,TR,NS,,P,2,PUB,V,"111, 112",16,"V, OY",111,9,"V, OY",111,4.0,S,,6,35.0,N,0.055,,11.0,15,Y,N,POINT (-80.88756 28.96935)
T8,-80.88862,28.9719,Edgewater,TR,NS,,P,2,PUB,V,"123, 111, 505",7,"V, S, Shell","111, 505, 523",6,"S, Shell",0,2.0,W,,,15.0,N,0.119,potential midden,38.0,42,Y,N,POINT (-80.88862 28.9719)
T9,-80.89017,28.97453,Edgewater,TR,NS,,P,3,PUB,V,"123, 111, 512",5,"V, OY","111, 112",6,S,0,2.0,W,,,13.0,N,0.047,,30.0,42,Y,N,POINT (-80.89017 28.97453)
T10,-80.89173,28.97717,Edgewater,TR,NS,,P,3,PUB,"V, S","111, 111, 505",8,V,"111, 231, 123",4,V,0,5.5,"V, Shell, OY","111, 112",4,21.5,N,0.078,,33.0,43,Y,N,POINT (-80.89173 28.97717)
T11,-80.89346,28.97957,Edgewater,TR,NS,,P,2,PUB,V,"111, 112",8,"S, V",111,5,Shell,0,0.5,W,,,14.0,N,0.153,potential midden,35.0,45,Y,N,POINT (-80.89346 28.97957)
T12,-80.89413,28.98281,Edgewater,TR,NS,,P,2,PUB,V,"133, 537, 123",3,"V, S","133, 111",5,S,0,1.0,W,,,6.0,Y,0.116,,46.0,53,Y,N,POINT (-80.89413 28.98281)
T13,-80.89539,28.98552,Edgewater,TR,NS,,P,3,PUB,V,"133, 512, 101, 505",6,V,"233, 111, 108",7,"V, S",0,4.0,W,,,17.0,Y,0.11,,52.0,68,N,N,POINT (-80.89539 28.98552)
T14,-80.90118,28.99406,Edgewater,TR,NS,,P,1,PUB,V,"111, 112",5,"Shell, V","112, 111",7,W,0,0.0,,,,12.0,Y,0.162,potential midden,45.0,55,Y,N,POINT (-80.90118 28.99406)
T15,-80.90298,28.99713,Edgewater,TR,NS,,P,1,PUB,V,"111, 231",5,V,"112, 111",5,S,0,2.0,W,,,12.0,N,0.152,,63.0,73,N,N,POINT (-80.90298 28.99713)
T16,-80.9046,29.00064,Edgewater,TR,NS,,P,2,PUB,V,111,2,"V, OY",210,4,"V, OY",0,6.0,OY,,2,15.0,N,0.007,,43.0,46,Y,N,POINT (-80.9046 29.00064)
U1,-80.87634,28.95015,Edgewater,TR,NS,,R,3,PRI,V,99,0,V,"112, 111",4,W,0,0.0,,,,4.0,N,0.05,,40.0,50,Y,N,POINT (-80.87634 28.95015)
U2,-80.87695,28.95112,Edgewater,TR,NS,,R,3,PRI,V,99,0,V,"112, 111",10,W,0,0.0,,,,10.0,N,0.05,,35.0,45,Y,N,POINT (-80.87695 28.95112)
U3,-80.87767,28.95198,Edgewater,TR,NS,,R,3,PRI,V,99,0,V,"112, 111, 210",10,W,0,0.0,,,,10.0,N,0.05,,50.0,60,Y,N,POINT (-80.87767 28.95198)
U4,-80.87838,28.95275,Edgewater,TR,NS,,R,3,PRI,V,99,0,V,"111, 112",12,W,0,0.0,,,,12.0,N,0.05,,50.0,60,Y,N,POINT (-80.87838 28.95275)
U5,-80.87914,28.95349,Edgewater,TR,NS,,R,2,PRI,V,99,0,"V, Shell","111, 112",10,W,0,0.0,,,,10.0,N,0.08,,60.0,70,Y,N,POINT (-80.87914 28.95349)
U6,-80.88002,28.95413,Edgewater,TR,NS,,R,3,PRI,V,"99, 101",0,V,"112, 111",20,W,0,0.0,,,,20.0,N,0.05,,60.0,70,Y,N,POINT (-80.88002 28.95413)
U7,-80.88071,28.95501,Edgewater,TR,NS,,R,3,PRI,V,"99, 101",0,V,"112, 111",20,W,0,0.0,,,,20.0,N,0.05,,62.0,72,Y,N,POINT (-80.88071 28.95501)
U8,-80.88156,28.95587,Edgewater,TR,NS,,R,3,PRI,V,"99, 101",0,V,"111, 112",10,W,0,0.0,,,,10.0,N,0.05,,62.0,62,Y,N,POINT (-80.88156 28.95587)
U9,-80.88229,28.95689,Edgewater,TR,NS,,R,2,PRI,V,99,0,V,"111, 112",10,W,0,0.0,,,,10.0,N,0.05,,90.0,100,Y,N,POINT (-80.88229 28.95689)
U10,-80.88275,28.9579,Edgewater,TR,NS,,R,3,PRI,V,"99, 507, 101",0,V,"111, 112",10,W,0,0.0,,,,10.0,N,0.05,,67.0,77,Y,N,POINT (-80.88275 28.9579)
U11,-80.88329,28.95876,Edgewater,TR,NS,,R,2,PRI,V,99,0,V,"111, 210",10,V,0,3.0,W,,,13.0,N,0.06,,58.0,68,Y,N,POINT (-80.88329 28.95876)
U12,-80.88388,28.95972,Edgewater,TR,NS,,R,3,PRI,V,"99, 507",0,V,"111, 210",6,V,0,2.0,W,,,8.0,N,0.06,,64.0,74,N,N,POINT (-80.88388 28.95972)
U13,-80.88467,28.96073,Edgewater,TR,NS,,R,3,PRI,V,"99, 111",0,V,"111, 111, 133",8,V,0,3.0,W,,,11.5,N,0.06,,62.0,72,Y,N,POINT (-80.88467 28.96073)
U14,-80.88506,28.96175,Edgewater,TS,HS,"RR, CQ",R,3,PRI,V,99,0,R,,3,W,0,0.0,,,,3.0,N,0.2,,63.0,73,Y,N,POINT (-80.88506 28.96175)
U15,-80.88484,28.9619,Edgewater,TS,BH,"CON, O-Metal",R,3,PRI,V,"99, 520",0,W,,0,,0,0.0,,,,0.0,N,0.0,,200.0,300,Y,N,POINT (-80.88484 28.9619)
U16,-80.88528,28.96286,Edgewater,TR,BH,"CON, O-Metal",R,3,PRI,V,99,0,W,,0,,0,0.0,,,,0.0,N,0.0,,200.0,300,Y,N,POINT (-80.88528 28.96286)
U17,-80.88575,28.96348,Edgewater,OF,HS,O-PVC,R,0,PRI,,,0,,,0,,0,0.0,,,,0.0,,0.0,"small 0.5 ft pvc, in BH, water flow",0.0,0,,,POINT (-80.88575 28.96348)
U18,-80.88591,28.96374,Edgewater,OF,"BH, NS","CON, O-Metal",R,0,PRI,,,0,,,0,,0,0.0,,,,0.0,,0.0,"canal 10 ft, vegetation and BH, water flow",0.0,0,,,POINT (-80.88591 28.96374)
U19,-80.88593,28.96374,Edgewater,TS,"BH, HS","RB, CON",R,3,PRI,V,99,0,"R, V","111, 112",3,W,0,0.0,,,,3.0,N,0.2,,200.0,300,Y,N,POINT (-80.88593 28.96374)
U20,-80.88627,28.96452,Edgewater,TR,"BH, HS","CON, O-Metal, RB",R,3,PRI,V,99,0,"R, V",111,3,W,0,0.0,,,,3.0,N,0.2,,100.0,200,Y,N,POINT (-80.88627 28.96452)
U21,-80.88631,28.96464,Edgewater,TS,HS,RB,R,3,PRI,V,"111, 101, 99",0,"R, V",111,3,W,0,0.0,,,,3.5,N,0.2,,100.0,200,Y,N,POINT (-80.88631 28.96464)
U22,-80.88639,28.96478,Edgewater,TS,"BH, HS","O-Stone, RB",R,3,PRI,R,,0,R,,2,W,0,0.0,,,,2.0,N,0.5,,100.0,200,Y,N,POINT (-80.88639 28.96478)
U23,-80.88639,28.96489,Edgewater,TS,HS,"RB, CON",R,3,PRI,V,99,0,"R, V",111,3,W,0,0.0,,,,3.0,N,0.2,,100.0,200,Y,N,POINT (-80.88639 28.96489)
U24,-80.88651,28.96526,Edgewater,TS,"BH, HS","WO, RB, CON",R,3,PRI,V,99,0,"R, V","111, 210",3,W,0,0.0,,,,3.0,N,0.5,,100.0,200,Y,N,POINT (-80.88651 28.96526)
U25,-80.88701,28.96587,Edgewater,TS,HS,"RB, CON",R,2,PRI,V,99,0,"R, V",112,2,W,0,0.0,,,,2.0,N,0.1,,100.0,200,Y,N,POINT (-80.88701 28.96587)
U26,-80.88706,28.96604,Edgewater,TS,BH,CON,R,3,PRI,V,99,0,W,,0,,0,0.0,,,,0.0,N,0.0,,100.0,200,Y,N,POINT (-80.88706 28.96604)
U27,-80.88716,28.96622,Edgewater,TS,NS,,R,2,PRI,V,123,1,V,"111, 210",3,S,0,2.0,W,,,5.0,N,0.15,,100.0,200,N,N,POINT (-80.88716 28.96622)
U28,-80.88732,28.96638,Edgewater,TS,HS,"RR, CQ",R,3,PRI,V,"99, 101",0,R,,3,W,0,0.0,,,,3.0,N,0.25,,100.0,200,Y,N,POINT (-80.88732 28.96638)
U29,-80.88796,28.96726,Edgewater,TR,HS,"RR, CQ",R,3,PRI,V,99,0,R,,3,W,0,0.0,,,,3.0,N,0.35,,100.0,200,Y,N,POINT (-80.88796 28.96726)
U30,-80.88834,28.96792,Edgewater,TS,NS,,R,3,PRI,V,99,0,V,"111, 507",3,"V, Shell",0,3.0,W,,,6.0,N,0.2,,50.0,60,Y,N,POINT (-80.88834 28.96792)
